NO;KODE BARANG;NAMA BARANG;SATUAN;SALDO AWAL;HARGA;TOTAL
50956b54-7fc9-11e6-aed5-000476f4fa98;2.9.28;Alat laboratorium Termometer lapangan;buah;;;
50957513-7fc9-11e6-aed5-000476f4fa98;2.9.29;Alat laboratorium Tas rantai dingin (vaksin carrier);buah;;;
50958015-7fc9-11e6-aed5-000476f4fa98;2.9.30;Alat laboratorium Finnipipete;buah;;;
5095897d-7fc9-11e6-aed5-000476f4fa98;2.9.31;Alat laboratorium box slide;buah;;;
509592ea-7fc9-11e6-aed5-000476f4fa98;2.9.32;Alat laboratorium Tas sampel;buah;;;
50959c5c-7fc9-11e6-aed5-000476f4fa98;2.9.33;Alat laboratorium  Jas laborat;buah;;;
5095a5ef-7fc9-11e6-aed5-000476f4fa98;2.9.34;Alat laboratoriumTensete pipet  0 - 1 ml;buah;;;
5095af91-7fc9-11e6-aed5-000476f4fa98;2.9.35;Alat laboratorium Tensete pipet  1 - 10 ml;buah;;;
5095b9a6-7fc9-11e6-aed5-000476f4fa98;2.9.36;Alat laboratorium Pot Sputum;buah;;;
5095c443-7fc9-11e6-aed5-000476f4fa98;2.9.37;Alat laboratorium Pot urin;botol;;;
5095ce14-7fc9-11e6-aed5-000476f4fa98;2.9.38;Alat laboratorium Tabung centrifuge;biji;;;
5095d897-7fc9-11e6-aed5-000476f4fa98;2.9.39;Alat laboratorium tabung hamatokrit;tabung;;;
5095e28c-7fc9-11e6-aed5-000476f4fa98;2.9.40;Alat laboratorium Tabung Vacutainer TUTUP UNGU;pcs;;;
5095ec78-7fc9-11e6-aed5-000476f4fa98;2.9.41;Alat laboratorium Tabung Vacutainer TUTUP MERAH;pcs;;;
5095f66b-7fc9-11e6-aed5-000476f4fa98;2.9.42;Alat laboratorium Tabung Vacutainer TUTUP KUNING;pcs;;;
50960037-7fc9-11e6-aed5-000476f4fa98;2.9.43;Alat laboratorium White Tipe;sak besar;;;
50960b52-7fc9-11e6-aed5-000476f4fa98;2.9.44;Alat laboratorium Yellow tip untuk Clinipet;sak besar;;;
5096150f-7fc9-11e6-aed5-000476f4fa98;2.9.45;Alat laboratorium Blue Tip;sak besar;;;
50961ef2-7fc9-11e6-aed5-000476f4fa98;2.9.46;Alat laboratorium Beker Glass 25 ml;buah;;;
509628db-7fc9-11e6-aed5-000476f4fa98;2.9.47;Alat laboratorium Beker Glass 50 ml;buah;;;
509632c8-7fc9-11e6-aed5-000476f4fa98;2.9.48;Alat laboratorium Beker Glass 100 ml;buah;;;
50963caf-7fc9-11e6-aed5-000476f4fa98;2.9.49;Alat laboratorium Beker Glass 500 ml;buah;;;
509646aa-7fc9-11e6-aed5-000476f4fa98;2.9.50;Alat laboratorium Beker Glass 1000 ml;buah;;;
509650ac-7fc9-11e6-aed5-000476f4fa98;2.9.51;Batu Didih/ Boiling Chips 100 gr;buah;;;
50965b49-7fc9-11e6-aed5-000476f4fa98;2.9.52;Alat laboratorium  Botol BOD 300 ml;buah;;;
509665a8-7fc9-11e6-aed5-000476f4fa98;2.9.53;Alat laboratorium Erlenmeyer 50 ml;buah;;;
50966fad-7fc9-11e6-aed5-000476f4fa98;2.9.54;Alat laboratorium Erlenmeyer 100 ml;buah;;;
509679c9-7fc9-11e6-aed5-000476f4fa98;2.9.55;Alat laboratorium Erlenmeyer 150 ml;buah;;;
509683d8-7fc9-11e6-aed5-000476f4fa98;2.9.56;Alat laboratorium Erlenmeyer 250 ml;buah;;;
50968e04-7fc9-11e6-aed5-000476f4fa98;2.9.57;Alat laboratorium Erlenmeyer 500 ml;buah;;;
509698e3-7fc9-11e6-aed5-000476f4fa98;2.9.58;Alat laboratorium Gelas Ukur 25 ml;buah;;;
5096a2e7-7fc9-11e6-aed5-000476f4fa98;2.9.59;Alat laboratorium Gelas Ukur 50 ml;buah;;;
5096acf9-7fc9-11e6-aed5-000476f4fa98;2.9.60;Alat laboratorium Gelas Ukur 100 ml;buah;;;
5096b717-7fc9-11e6-aed5-000476f4fa98;2.9.61;Alat laboratorium Gelas Ukur 500 ml;buah;;;
5096c1df-7fc9-11e6-aed5-000476f4fa98;2.9.62;Alat laboratorium  Karet Penutup Erlenmeyer 300 ml;buah;;;
5096cc34-7fc9-11e6-aed5-000476f4fa98;2.9.63;Alat laboratorium Labu Destilasi Plat NS 24/29 250 ml;buah;;;
5096d68e-7fc9-11e6-aed5-000476f4fa98;2.9.64;Alat laboratorium Labu Destilasi Plat NS 24/29 500 ml;buah;;;
5096e1e9-7fc9-11e6-aed5-000476f4fa98;2.9.65;Alat laboratorium Labu ukur, Gelas Stoper 25 ml;buah;;;
5096ec50-7fc9-11e6-aed5-000476f4fa98;2.9.66;Alat laboratorium Labu ukur, Gelas Stoper 50 ml;buah;;;
5096f75d-7fc9-11e6-aed5-000476f4fa98;2.9.67;Alat laboratorium Labu ukur, Gelas Stoper 100 ml;buah;;;
509701c6-7fc9-11e6-aed5-000476f4fa98;2.9.68;Alat laboratorium Labu ukur 200 ml;buah;;;
50970c2e-7fc9-11e6-aed5-000476f4fa98;2.9.69;Alat laboratorium Labu ukur, Gelas Stoper 250 ml;buah;;;
50971698-7fc9-11e6-aed5-000476f4fa98;2.9.70;Alat laboratorium Labu ukur, Gelas Stoper 500 ml;buah;;;
5097210d-7fc9-11e6-aed5-000476f4fa98;2.9.71;Alat laboratorium Labu ukur, Gelas Stoper 1000 ml;buah;;;
50972c22-7fc9-11e6-aed5-000476f4fa98;2.9.72;Alat laboratorium Pipet Tetes;buah;;;
5097366a-7fc9-11e6-aed5-000476f4fa98;2.9.73; Alat laboratorium Pipet tetes kaca;buah;;;
509740b3-7fc9-11e6-aed5-000476f4fa98;2.9.74;Alat laboratorium Pipet Volume 0,5 ml;buah;;;
50974b07-7fc9-11e6-aed5-000476f4fa98;2.9.75;Alat laboratorium Pipet Ukur 1 ml;buah;;;
5097555e-7fc9-11e6-aed5-000476f4fa98;2.9.76;Alat laboratorium Pipet Ukur 2 ml;buah;;;
50975fb8-7fc9-11e6-aed5-000476f4fa98;2.9.77;Alat laboratorium Pipet Ukur 5 ml;buah;;;
50976a18-7fc9-11e6-aed5-000476f4fa98;2.9.78;Alat laboratorium Pipet Ukur 10 ml;buah;;;
50977488-7fc9-11e6-aed5-000476f4fa98;2.9.79;Alat laboratorium Pipet Volume 1 ml;buah;;;
50977ef6-7fc9-11e6-aed5-000476f4fa98;2.9.80;Alat laboratorium Pipet Volume 2 ml;buah;;;
50978976-7fc9-11e6-aed5-000476f4fa98;2.9.81;Alat laboratorium Pipet Volume 3 ml;buah;;;
50979472-7fc9-11e6-aed5-000476f4fa98;2.9.82;Alat laboratorium Pipet Volume 5 ml;buah;;;
50979f56-7fc9-11e6-aed5-000476f4fa98;2.9.83;Alat laboratorium Pipet Volume 10 ml;buah;;;
5097a9ce-7fc9-11e6-aed5-000476f4fa98;2.9.84;Alat laboratorium Pipet Volume 20 ml;buah;;;
5097b4fa-7fc9-11e6-aed5-000476f4fa98;2.9.85;Alat laboratorium Pipet Volume 25 ml;buah;;;
5097c05e-7fc9-11e6-aed5-000476f4fa98;2.9.86;Alat laboratorium Pipet Volume 50 ml;buah;;;
5097caee-7fc9-11e6-aed5-000476f4fa98;2.9.87;Alat laboratorium  Propipet/ P-Pum 25 ml;buah;;;
5097d573-7fc9-11e6-aed5-000476f4fa98;2.9.88;Alat laboratorium  Filtering Flash 500 ml;buah;;;
5097e01e-7fc9-11e6-aed5-000476f4fa98;2.9.89;Alat laboratorium  Cawan Porselin with lid 50 ml;buah;;;
5097eaa8-7fc9-11e6-aed5-000476f4fa98;2.9.90;Alat laboratorium  Spatula and Spoon;buah;;;
5097f548-7fc9-11e6-aed5-000476f4fa98;2.9.91;Alat laboratorium  Destilation Set 250 ml;buah;;;
5098021d-7fc9-11e6-aed5-000476f4fa98;2.9.92;Alat laboratorium  Ekstraktor Set 250 ml;buah;;;
50980b40-7fc9-11e6-aed5-000476f4fa98;2.9.93;Alat laboratorium  Filter Holder Glasses Set 300 ml;buah;;;
50981452-7fc9-11e6-aed5-000476f4fa98;2.9.94;Alat laboratorium  Reagen Bottle WM 250 ml;buah;;;
50981d8a-7fc9-11e6-aed5-000476f4fa98;2.9.95;Alat laboratorium  Mikro Buret, Clear, Glass Stop Cook 5 ml;buah;;;
509826a1-7fc9-11e6-aed5-000476f4fa98;2.9.96;Alat laboratorium  Gelas Arloji d. 10 cm;buah;;;
5098303d-7fc9-11e6-aed5-000476f4fa98;2.9.97;Alat laboratorium  Pengaduk Kaca 25 cm;buah;;;
509839a9-7fc9-11e6-aed5-000476f4fa98;2.9.98;Alat laboratorium  Filter Paper d. 1,5 mikro;buah;;;
509842f7-7fc9-11e6-aed5-000476f4fa98;2.9.99;Alat laboratorium  HC Lamp (AAS) kecuali Hg;buah;;;
50984cff-7fc9-11e6-aed5-000476f4fa98;2.9.100;Alat laboratorium  BOD Incubator Volume 215;buah;;;
50985621-7fc9-11e6-aed5-000476f4fa98;2.9.101;Alat laboratorium  BOD Sensor Sistem 6;buah;;;
50985f6d-7fc9-11e6-aed5-000476f4fa98;2.9.102;Alat laboratorium  Parmacheutical Refrigerator Cap. 480;buah;;;
509868c9-7fc9-11e6-aed5-000476f4fa98;2.9.103;Alat laboratorium Ajustable micropipet Ring 0,5 - 1000 mikro L;buah;;;
509871e5-7fc9-11e6-aed5-000476f4fa98;2.9.104;Alat laboratorium  Pipet Rak;buah;;;
50987b35-7fc9-11e6-aed5-000476f4fa98;2.9.105;Alat laboratorium  Horizontal Water Sampler Cap 2.2 L;buah;;;
50988483-7fc9-11e6-aed5-000476f4fa98;2.9.106;Alat laboratorium  Vertical Water Sampler Cap 2.2 L;buah;;;
50988dcf-7fc9-11e6-aed5-000476f4fa98;2.9.107;Alat laboratorium  Dry Cabinet Cap 70 L;buah;;;
50989806-7fc9-11e6-aed5-000476f4fa98;2.9.108;Alat laboratorium  Magnetic Stirer With Hot Plate Up to 1200 rpm, 500 C;buah;;;
5098a161-7fc9-11e6-aed5-000476f4fa98;2.9.109;Alat laboratorium  Digital Burret Cap 50 ml;buah;;;
5098aab0-7fc9-11e6-aed5-000476f4fa98;2.9.110;Alat laboratorium  Analog Thermohigrometer;buah;;;
5098b3ff-7fc9-11e6-aed5-000476f4fa98;2.9.111;Alat laboratorium  Multitester;buah;;;
5098bd81-7fc9-11e6-aed5-000476f4fa98;2.9.112;Alat laboratorium  Cawan Petri Anumbra 15 X 100 mm;buah;;;
5098c731-7fc9-11e6-aed5-000476f4fa98;2.9.113;Alat laboratorium  Cawan Goch;buah;;;
5098d1b1-7fc9-11e6-aed5-000476f4fa98;2.9.114;Alat laboratorium  Ice Box uk. 50 L;buah;;;
5098db0e-7fc9-11e6-aed5-000476f4fa98;2.9.115;Alat laboratorium  Tabung Strerilisasi / Autoclaf;buah;;;
5098e470-7fc9-11e6-aed5-000476f4fa98;2.9.116;Alat laboratorium Tabung Sample 10 ml;buah;;;
5098edbc-7fc9-11e6-aed5-000476f4fa98;2.9.117;Alat laboratorium  Tabung Durham;buah;;;
5098f71b-7fc9-11e6-aed5-000476f4fa98;2.9.118;Alat laboratorium  Colony Caunter;buah;;;
